100
1	2	15		1	3	35		1	4	-67		1	5	-29		2	5	-56
1	6	-47		4	6	-40		5	6	-15		1	7	74		2	8	65
6	8	94		5	9	23		4	10	-63		3	11	42		4	11	22
9	11	71		4	12	84		7	12	-84		5	13	-10		2	14	76
3	14	63		13	14	99		5	15	-62		7	15	66		9	15	93
3	16	72		7	16	26		2	17	27		8	17	-57		4	18	-69
5	18	24		9	18	69		4	19	53		10	19	-21		2	20	-55
4	20	-80		8	21	-57		11	21	88		2	22	87		3	22	84
10	22	-86		12	22	28		17	22	86		1	23	-62		8	23	-53
10	23	96		18	23	67		7	24	98		10	24	65		21	24	2
7	25	-46		10	25	-33		3	26	73		9	26	75		10	26	69
15	26	63		23	26	61		11	27	-46		15	27	-85		17	27	75
3	28	38		10	28	-94		17	28	24		18	28	41		23	28	93
27	28	93		5	29	93		13	29	93		5	30	-15		7	30	50
8	30	8		10	30	46		13	30	1		28	30	7		29	30	23
16	31	93		27	31	21		7	32	92		15	32	-8		20	32	6
21	32	-78		23	32	85		29	32	93		30	32	75		1	33	80
16	33	90		21	33	26		23	33	44		32	33	9		3	34	-79
6	34	0		10	34	42		16	34	87		23	34	90		25	34	96
32	34	-84		13	35	-27		15	35	86		28	35	6		4	36	-42
17	36	8		34	36	5		1	37	62		9	37	96		18	37	-8
20	37	5		35	37	69		1	38	74		9	38	15		13	38	90
18	38	17		21	38	0		22	38	-54		29	38	74		30	38	31
34	38	22		37	38	78		1	39	-98		18	39	24		21	39	21
25	39	80		35	39	-24		36	39	3		38	39	48		11	40	13
15	40	9		21	40	31		30	40	64		32	40	-54		33	40	81
39	40	34		4	41	25		5	41	14		14	41	-48		21	41	78
24	41	34		4	42	6		19	42	-63		28	42	71		34	42	19
4	43	16		13	43	-71		15	43	-33		19	43	-41		25	43	0
30	43	85		2	44	-27		20	44	-74		21	44	-21		37	44	-38
20	45	96		28	45	73		35	45	63		36	45	0		40	45	-61
9	46	-61		13	46	94		28	46	94		32	46	55		36	46	19
42	46	18		7	47	0		9	47	37		13	47	16		26	47	64
37	47	68		39	47	20		7	48	19		8	48	-71		27	48	-64
33	48	70		38	48	86		42	48	59		2	49	-75		4	49	-70
10	49	-4		12	49	96		20	49	-5		40	49	7		46	49	51
26	50	61		2	51	-11		9	51	6		32	51	82		47	51	57
49	51	-81		4	52	87		7	52	65		16	52	-97		20	52	46
21	52	98		30	52	12		44	52	-79		50	52	51		4	53	-99
13	53	-77		14	53	-27		41	53	0		48	53	-56		49	53	-85
52	53	-95		3	54	-65		6	54	-23		7	54	-17		12	54	12
21	54	65		31	54	-74		36	54	17		38	54	11		1	55	-31
3	55	-41		6	55	-85		15	55	-40		21	55	41		25	55	26
26	55	91		27	55	42		31	55	-73		41	55	15		48	55	60
51	55	54		3	56	-25		7	56	25		8	56	74		20	56	-38
43	56	-55		50	56	-51		52	56	78		10	57	-89		20	57	-37
21	57	58		28	57	55		32	57	43		35	57	98		40	57	3
48	57	71		50	57	-36		12	58	25		14	58	98		15	58	12
21	58	15		23	58	34		26	58	90		45	58	92		49	58	-99
55	58	7		2	59	-60		15	59	44		30	59	6		32	59	4
34	59	-63		45	59	63		49	59	90		1	60	-46		2	60	-40
26	60	39		32	60	74		49	60	7		50	60	83		57	60	13
59	60	8		9	61	-46		13	61	-66		26	61	-57		27	61	30
39	61	66		49	61	9		50	61	51		54	61	53		57	61	37
7	62	-62		9	62	84		26	62	97		39	62	91		53	62	69
3	63	-4		7	63	73		38	63	46		57	63	83		9	64	17
35	64	18		49	64	35		57	64	0		4	65	68		9	65	60
17	65	-45		23	65	-46		32	65	2		46	65	47		49	65	94
